Id,Obs_Date,State,Country,Update,Confirmed,Deaths,Recovered
33031,2020-06-01,"",India,4/2/2021 15:13,198370,5608,95754
33699,2020-06-02,"",India,4/2/2021 15:13,207191,5829,100285
34366,2020-06-03,"",India,4/2/2021 15:13,216824,6088,104071
35034,2020-06-04,"",India,4/2/2021 15:13,226713,6363,108450
35702,2020-06-05,"",India,4/2/2021 15:13,236184,6649,113233
36390,2020-06-06,"",India,4/2/2021 15:13,246622,6946,118695
37078,2020-06-07,"",India,4/2/2021 15:13,257486,7207,123848
37766,2020-06-08,"",India,4/2/2021 15:13,265928,7473,129095
38454,2020-06-09,"",India,4/2/2021 15:13,276146,7750,134670
39261,2020-06-10,Andaman and Nicobar Islands,India,4/2/2021 15:13,33,0,33
39262,2020-06-10,Andhra Pradesh,India,4/2/2021 15:13,5070,77,2802
39278,2020-06-10,Arunachal Pradesh,India,4/2/2021 15:13,57,0,1
39279,2020-06-10,Assam,India,4/2/2021 15:13,2937,4,1085
39301,2020-06-10,Bihar,India,4/2/2021 15:13,5459,32,2864
39334,2020-06-10,Chandigarh,India,4/2/2021 15:13,323,5,286
39341,2020-06-10,Chhattisgarh,India,4/2/2021 15:13,1240,6,386
39360,2020-06-10,Dadar Nagar Haveli,India,4/2/2021 15:13,22,0,2
39364,2020-06-10,Delhi,India,4/2/2021 15:13,31309,905,11861
39393,2020-06-10,Goa,India,4/2/2021 15:13,359,0,67
39408,2020-06-10,Gujarat,India,4/2/2021 15:13,21014,1313,14365
39413,2020-06-10,Haryana,India,4/2/2021 15:13,5209,45,2134
39420,2020-06-10,Himachal Pradesh,India,4/2/2021 15:13,445,5,249
39445,2020-06-10,Jammu and Kashmir,India,4/2/2021 15:13,4346,48,1506
39448,2020-06-10,Jharkhand,India,4/2/2021 15:13,1411,8,559
39466,2020-06-10,Karnataka,India,4/2/2021 15:13,5921,66,2604
39469,2020-06-10,Kerala,India,4/2/2021 15:13,2096,16,848
39494,2020-06-10,Ladakh,India,4/2/2021 15:13,108,1,52
39510,2020-06-10,Madhya Pradesh,India,4/2/2021 15:13,9849,420,6729
39516,2020-06-10,Maharashtra,India,4/2/2021 15:13,90787,3289,42638
39518,2020-06-10,Manipur,India,4/2/2021 15:13,304,0,61
39531,2020-06-10,Meghalaya,India,4/2/2021 15:13,43,1,13
39545,2020-06-10,Mizoram,India,4/2/2021 15:13,88,0,1
39557,2020-06-10,Nagaland,India,4/2/2021 15:13,127,0,10
39597,2020-06-10,Odisha,India,4/2/2021 15:13,3140,9,2133
39630,2020-06-10,Puducherry,India,4/2/2021 15:13,127,0,52
39634,2020-06-10,Punjab,India,4/2/2021 15:13,2719,55,2167
39644,2020-06-10,Rajasthan,India,4/2/2021 15:13,11245,255,8328
39691,2020-06-10,Sikkim,India,4/2/2021 15:13,13,0,0
39712,2020-06-10,Tamil Nadu,India,4/2/2021 15:13,34914,307,18325
39716,2020-06-10,Telangana,India,4/2/2021 15:13,3920,148,1809
39733,2020-06-10,Tripura,India,4/2/2021 15:13,864,1,192
39747,2020-06-10,Unknown,India,4/2/2021 15:13,9227,0,0
39754,2020-06-10,Uttar Pradesh,India,4/2/2021 15:13,11335,301,6669
39755,2020-06-10,Uttarakhand,India,4/2/2021 15:13,1537,13,755
39780,2020-06-10,West Bengal,India,4/2/2021 15:13,8985,415,3620
39989,2020-06-11,Andaman and Nicobar Islands,India,4/2/2021 15:13,38,0,33
39990,2020-06-11,Andhra Pradesh,India,4/2/2021 15:13,5429,80,3048
40006,2020-06-11,Arunachal Pradesh,India,4/2/2021 15:13,61,0,4
40007,2020-06-11,Assam,India,4/2/2021 15:13,3319,6,1432
40029,2020-06-11,Bihar,India,4/2/2021 15:13,5983,36,3266
40062,2020-06-11,Chandigarh,India,4/2/2021 15:13,332,5,286
40069,2020-06-11,Chhattisgarh,India,4/2/2021 15:13,1398,6,447
40088,2020-06-11,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,30,0,2
40092,2020-06-11,Delhi,India,4/2/2021 15:13,34687,1085,12731
40122,2020-06-11,Goa,India,4/2/2021 15:13,417,0,67
40137,2020-06-11,Gujarat,India,4/2/2021 15:13,22032,1385,15101
40142,2020-06-11,Haryana,India,4/2/2021 15:13,5968,64,2260
40149,2020-06-11,Himachal Pradesh,India,4/2/2021 15:13,470,6,280
40174,2020-06-11,Jammu and Kashmir,India,4/2/2021 15:13,4574,52,1820
40177,2020-06-11,Jharkhand,India,4/2/2021 15:13,1599,8,630
40195,2020-06-11,Karnataka,India,4/2/2021 15:13,6245,72,2977
40198,2020-06-11,Kerala,India,4/2/2021 15:13,2244,18,968
40223,2020-06-11,Ladakh,India,4/2/2021 15:13,135,1,54
40239,2020-06-11,Madhya Pradesh,India,4/2/2021 15:13,10241,431,7042
40245,2020-06-11,Maharashtra,India,4/2/2021 15:13,97648,3590,46078
40247,2020-06-11,Manipur,India,4/2/2021 15:13,366,0,73
40260,2020-06-11,Meghalaya,India,4/2/2021 15:13,44,1,18
40274,2020-06-11,Mizoram,India,4/2/2021 15:13,102,0,1
40286,2020-06-11,Nagaland,India,4/2/2021 15:13,128,0,22
40327,2020-06-11,Odisha,India,4/2/2021 15:13,3386,9,2354
40360,2020-06-11,Puducherry,India,4/2/2021 15:13,157,2,67
40364,2020-06-11,Punjab,India,4/2/2021 15:13,2887,59,2259
40374,2020-06-11,Rajasthan,India,4/2/2021 15:13,11838,265,8775
40422,2020-06-11,Sikkim,India,4/2/2021 15:13,14,0,2
40443,2020-06-11,Tamil Nadu,India,4/2/2021 15:13,38716,349,20705
40447,2020-06-11,Telangana,India,4/2/2021 15:13,4320,165,1993
40464,2020-06-11,Tripura,India,4/2/2021 15:13,913,1,278
40478,2020-06-11,Unknown,India,4/2/2021 15:13,8315,0,0
40486,2020-06-11,Uttar Pradesh,India,4/2/2021 15:13,12088,345,7292
40487,2020-06-11,Uttarakhand,India,4/2/2021 15:13,1643,15,842
40513,2020-06-11,West Bengal,India,4/2/2021 15:13,9768,442,3988
40722,2020-06-12,Andaman and Nicobar Islands,India,4/2/2021 15:13,38,0,33
40723,2020-06-12,Andhra Pradesh,India,4/2/2021 15:13,5429,80,3048
40739,2020-06-12,Arunachal Pradesh,India,4/2/2021 15:13,61,0,4
40740,2020-06-12,Assam,India,4/2/2021 15:13,3319,6,1432
40762,2020-06-12,Bihar,India,4/2/2021 15:13,5983,36,3266
40795,2020-06-12,Chandigarh,India,4/2/2021 15:13,332,5,286
40802,2020-06-12,Chhattisgarh,India,4/2/2021 15:13,1398,6,447
40821,2020-06-12,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,30,0,2
40825,2020-06-12,Delhi,India,4/2/2021 15:13,34687,1085,12731
40855,2020-06-12,Goa,India,4/2/2021 15:13,417,0,67
40870,2020-06-12,Gujarat,India,4/2/2021 15:13,22032,1385,15101
40875,2020-06-12,Haryana,India,4/2/2021 15:13,5968,64,2260
40882,2020-06-12,Himachal Pradesh,India,4/2/2021 15:13,470,6,280
40907,2020-06-12,Jammu and Kashmir,India,4/2/2021 15:13,4574,52,1820
40910,2020-06-12,Jharkhand,India,4/2/2021 15:13,1599,8,630
40928,2020-06-12,Karnataka,India,4/2/2021 15:13,6245,72,2977
40931,2020-06-12,Kerala,India,4/2/2021 15:13,2244,18,968
40956,2020-06-12,Ladakh,India,4/2/2021 15:13,135,1,54
40972,2020-06-12,Madhya Pradesh,India,4/2/2021 15:13,10241,431,7042
40978,2020-06-12,Maharashtra,India,4/2/2021 15:13,97648,3590,46078
40980,2020-06-12,Manipur,India,4/2/2021 15:13,366,0,73
40993,2020-06-12,Meghalaya,India,4/2/2021 15:13,44,1,18
41007,2020-06-12,Mizoram,India,4/2/2021 15:13,102,0,1
